year,election,office,candidate,first_name,middle_name,last_name,suffix
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILL MEGA,WILL,,MEGA,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BILL MORRIS,BILL,,MORRIS,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,HARRY MASSELE,HARRY,,MASSELE,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOSHUA M COHEN,JOSHUA,M,COHEN,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KEITH NEWMAN,KEITH,,NEWMAN,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LOU AGRE,LOU,,AGRE,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,PAMELA A DELISSIO,PAMELA,A,DELISSIO,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,TIMOTHY S DOWNEY,TIMOTHY,S,DOWNEY,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANTHONY P INGARGIOLA,ANTHONY,P,INGARGIOLA,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMILA PAYNE,JAMILA,,PAYNE,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LEE RUFFIN,LEE,,RUFFIN,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHELLE F BROWNLEE,MICHELLE,F,BROWNLEE,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMES W KERNAGHAN III,JAMES,W,KERNAGHAN,III
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JEWELL WILLIAMS,JEWELL,,WILLIAMS,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MALIK BOYD,MALIK,L,BOYD,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ROSITA C YOUNGBLOOD,ROSITA,C,YOUNGBLOOD,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,CHERELLE L PARKER,CHERELLE,LESLEY,PARKER,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN MYERS,JOHN,,MYERS,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL K ELLIS,MICHAEL,K,ELLIS,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,VIVECA E GRESHAM,VIVECA,E,GRESHAM,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOSEPH L MESSA,JOSEPH,L,MESSA,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARK B COHEN,MARK,B,COHEN,
2010,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DWIGHT EVANS,DWIGHT,,EVANS,
2010,primary,SENATOR IN THE GENERAL ASSEMBLY,CHRISTINE TARTAGLIONE,CHRISTINE,M,TARTAGLIONE,
2010,primary,SENATOR IN THE GENERAL ASSEMBLY,GARY ADAM FELDMAN,GARY,ADAM,FELDMAN,
2010,primary,SENATOR IN THE GENERAL ASSEMBLY,LEANNA WASHINGTON,LEANNA,M,WASHINGTON,
2010,primary,SENATOR IN THE GENERAL ASSEMBLY,W LAMONT THOMAS,LAMONT,W,THOMAS,
2010,primary,SENATOR IN THE GENERAL ASSEMBLY,ANTHONY HARDY WILLIAMS,ANTHONY,HARDY,WILLIAMS,
2010,primary,SENATOR IN THE GENERAL ASSEMBLY,CARMEN HOPSON,CARMEN,,HOPSON,
2010,primary,SENATOR IN THE GENERAL ASSEMBLY,RHASHEA HARMON,RHASHEA,,HARMON,
2010,primary,UNITED STATES SENATOR,ARLEN SPECTER,ARLEN,,SPECTER,
2010,primary,UNITED STATES SENATOR,JOE SESTAK,JOE,,SESTAK,
2010,primary,UNITED STATES SENATOR,JOSEPH VODVARKA,JOSEPH,JOHN,VODVARKA,
2010,primary,UNITED STATES SENATOR,PAT TOOMEY,PAT,,TOOMEY,
2010,primary,UNITED STATES SENATOR,PEG LUKSIK,PEG,,LUKSIK,
2011,general,CITY COMMISSIONERS,ANTHONY CLARK,ANTHONY,,CLARK,
2011,general,CITY COMMISSIONERS,STEPHANIE SINGER,STEPHANIE,,SINGER,
2011,general,CITY COMMISSIONERS,AL SCHMIDT,AL,,SCHMIDT,
2011,general,CITY COMMISSIONERS,JOSEPH J DUDA,JOSEPH,J,DUDA,
2011,general,COUNCIL AT LARGE,BILL GREEN,BILL,,GREEN,
2011,general,COUNCIL AT LARGE,BLONDELL REYNOLDS BROWN,BLONDELL,REYNOLDS,BROWN,
2011,general,COUNCIL AT LARGE,JAMES F KENNEY,JAMES,F,KENNEY,
2011,general,COUNCIL AT LARGE,W WILSON GOODE JR,W,WILSON,GOODE,JR
2011,general,COUNCIL AT LARGE,WILLIAM K GREENLEE,WILLIAM,K,GREENLEE,
2011,general,COUNCIL AT LARGE,RICHARD JOHNSON,RICHARD,,JOHNSON,
2011,general,COUNCIL AT LARGE,AL TAUBENBERGER,AL,,TAUBENBERGER,
2011,general,COUNCIL AT LARGE,DAVID H OH,DAVID,H,OH,
2011,general,COUNCIL AT LARGE,DENNIS M O BRIEN,DENNIS,M,OBRIEN,
2011,general,COUNCIL AT LARGE,JOSEPH M MCCOLGAN,JOSEPH,M,MCCOLGAN,
2011,general,COUNCIL AT LARGE,MICHAEL W UNTERMEYER,MICHAEL,W,UNTERMEYER,
2011,general,DISTRICT COUNCIL,MARK F SQUILLA,MARK,F,SQUILLA,
2011,general,DISTRICT COUNCIL,BILL RUBIN,BILL,,RUBIN,
2011,general,DISTRICT COUNCIL,BRIAN J O NEILL,BRIAN,J,ONEILL,
2011,general,DISTRICT COUNCIL,KENYATTA JOHNSON,KENYATTA,J,JOHNSON,
2011,general,DISTRICT COUNCIL,IVAN COHEN,IVAN,,COHEN,
2011,general,DISTRICT COUNCIL,JANNIE L BLACKWELL,JANNIE,L,BLACKWELL,
2011,general,DISTRICT COUNCIL,ALICIA R BURBAGE,ALICIA,R,BURBAGE,
2011,general,DISTRICT COUNCIL,CURTIS JONES JR,CURTIS,J,JONES,JR
2011,general,DISTRICT COUNCIL,DARRELL L CLARKE,DARRELL,L,CLARKE,
2011,general,DISTRICT COUNCIL,BOBBY HENON,BOBBY,,HENON,
2011,general,DISTRICT COUNCIL,SANDRA J STEWART,SANDRA,J,STEWART,
2011,general,DISTRICT COUNCIL,MARIA QUINONES SANCHEZ,MARIA,QUINONES,SANCHEZ,
2011,general,DISTRICT COUNCIL,CINDY M BASS,CINDY,M,BASS,
2011,general,DISTRICT COUNCIL,BRIAN RUDNICK,BRIAN,,RUDNICK,
2011,general,DISTRICT COUNCIL,MARIAN B TASCO,MARIAN,B,TASCO,
2011,general,JUDGE OF THE COMMONWEALTH COURT,KATHRYN BOOCKVAR,KATHRYN,,BOOCKVAR,
2011,general,JUDGE OF THE COMMONWEALTH COURT,ANNE COVEY,ANNE,,COVEY,
2011,general,JUDGE OF THE COURT OF COMMON PLEAS,ANGELO J FOGLIETTA,ANGELO,J,FOGLIETTA,
2011,general,JUDGE OF THE COURT OF COMMON PLEAS,BARBARA A MCDERMOTT,BARBARA,A,MCDERMOTT,
2011,general,JUDGE OF THE COURT OF COMMON PLEAS,CAROLYN H NICHOLS,CAROLYN,H,NICHOLS,
2011,general,JUDGE OF THE COURT OF COMMON PLEAS,CHARLES EHRLICH,CHARLES,,EHRLICH,
2011,general,JUDGE OF THE COURT OF COMMON PLEAS,DIANA ANHALT,DIANA,,ANHALT,
2011,general,JUDGE OF THE COURT OF COMMON PLEAS,EDWARD C WRIGHT,EDWARD,C,WRIGHT,
2011,general,JUDGE OF THE COURT OF COMMON PLEAS,JONATHAN Q IRVINE,JONATHAN,Q,IRVINE,
2011,general,JUDGE OF THE COURT OF COMMON PLEAS,MARIA MCLAUGHLIN,MARIA,,MCLAUGHLIN,
2011,general,JUDGE OF THE COURT OF COMMON PLEAS,SEAN KENNEDY,SEAN,F,KENNEDY,
2011,general,JUDGE OF THE COURT OF COMMON PLEAS,THOMAS M NOCELLA,THOMAS,M,NOCELLA,
2011,general,JUDGE OF THE COURT OF COMMON PLEAS,VINCENT L JOHNSON,VINCENT,L,JOHNSON,
2011,general,JUDGE OF THE COURT OF COMMON PLEAS,ANNE MARIE B COYLE,ANNE,MARIE,COYLE,
2011,general,JUDGE OF THE COURT OF COMMON PLEAS,JIM DIVERGILIS,JIM,,DIVERGILIS,
2011,general,JUDGE OF THE COURT OF COMMON PLEAS,KENNETH J POWELL JR,KENNETH,J,POWELL,JR
2011,general,JUDGE OF THE COURT OF COMMON PLEAS,TED J VIGILANTE,TED,J,VIGILANTE,
2011,general,JUDGE OF THE MUNICIPAL COURT,JOYCE EUBANKS,JOYCE,,EUBANKS,
2011,general,JUDGE OF THE MUNICIPAL COURT,MARVIN L WILLIAMS,MARVIN,L,WILLIAMS,
2011,general,JUDGE OF THE SUPERIOR COURT,DAVID N WECHT,DAVID,N,WECHT,
2011,general,JUDGE OF THE SUPERIOR COURT,VIC STABILE,VIC,,STABILE,
2011,general,JUDGE OF THE TRAFFIC COURT,CHRISTINE SOLOMON,CHRISTINE,,SOLOMON,
2011,general,JUDGE OF THE TRAFFIC COURT,LEWIS HARRIS JR,LEWIS,,HARRIS,JR
2011,general,MAYOR,MICHAEL A NUTTER,MICHAEL,A,NUTTER,
2011,general,MAYOR,WALI RAHMAN,WALI,,RAHMAN,
2011,general,MAYOR,KAREN BROWN,KAREN,,BROWN,
2011,general,REGISTER OF WILLS,RONALD R DONATUCCI,RONALD,R,DONATUCCI,
2011,general,REGISTER OF WILLS,LINDA W BATEMAN,LINDA,M WOLFE,BATEMAN,
2011,general,SHERIFF,JEWELL WILLIAMS,JEWELL,,WILLIAMS,
2011,general,SHERIFF,CHERI L HONKALA,CHERI,L,HONKALA,
2011,general,SHERIFF,JOSHUA R WEST,JOSHUA,R,WEST,
2011,primary,CITY COMMISSIONERS,ANTHONY CLARK,ANTHONY,,CLARK,
2011,primary,CITY COMMISSIONERS,BLAIR TALMADGE,BLAIR,,TALMADGE,
2011,primary,CITY COMMISSIONERS,IVY STATEN,IVY,,STATEN,
2011,primary,CITY COMMISSIONERS,MARGARET M TARTAGLIONE,MARGARET,M,TARTAGLIONE,
2011,primary,CITY COMMISSIONERS,MICHAEL EDWARD BELL,MICHAEL,EDWARD,BELL,
2011,primary,CITY COMMISSIONERS,STEPHANIE SINGER,STEPHANIE,,SINGER,
2011,primary,CITY COMMISSIONERS,WARREN BLOOM,WARREN,,BLOOM,
2011,primary,CITY COMMISSIONERS,AL SCHMIDT,AL,,SCHMIDT,
2011,primary,CITY COMMISSIONERS,JOSEPH J DUDA,JOSEPH,J,DUDA,
2011,primary,CITY COMMISSIONERS,MARIE DELANY,MARIE,G,DELANY,
2011,primary,COUNCIL AT LARGE,ANDREW TOY,ANDREW,,TOY,
2011,primary,COUNCIL AT LARGE,BILL GREEN,BILL,,GREEN,
2011,primary,COUNCIL AT LARGE,BLONDELL REYNOLDS BROWN,BLONDELL,REYNOLDS,BROWN,
2011,primary,COUNCIL AT LARGE,EDWARD J NESMITH,EDWARD,J,NESMITH,
2011,primary,COUNCIL AT LARGE,HUMBERTO PEREZ,HUMBERTO,,PEREZ,
2011,primary,COUNCIL AT LARGE,ISAIAH THOMAS,ISAIAH,,THOMAS,
2011,primary,COUNCIL AT LARGE,JAMES F KENNEY,JAMES,F,KENNEY,
2011,primary,COUNCIL AT LARGE,JANIS E MANSON,JANIS,E,MANSON,
2011,primary,COUNCIL AT LARGE,LAWRENCE P CLARK,LAWRENCE,P,CLARK,
2011,primary,COUNCIL AT LARGE,MICHAEL JONES,MICHAEL,,JONES,
2011,primary,COUNCIL AT LARGE,RALPH P BLAKNEY,RALPH,P,BLAKNEY,
2011,primary,COUNCIL AT LARGE,SHERRIE COHEN,SHERRIE,,COHEN,
2011,primary,COUNCIL AT LARGE,W WILSON GOODE JR,W,WILSON,GOODE,JR
2011,primary,COUNCIL AT LARGE,WILLIAM K GREENLEE,WILLIAM,K,GREENLEE,
2011,primary,COUNCIL AT LARGE,AL TAUBENBERGER,AL,,TAUBENBERGER,
2011,primary,COUNCIL AT LARGE,DAVID H OH,DAVID,H,OH,
2011,primary,COUNCIL AT LARGE,DENNIS M O BRIEN,DENNIS,M,OBRIEN,
2011,primary,COUNCIL AT LARGE,ELMER H MONEY,ELMER,H,MONEY,
2011,primary,COUNCIL AT LARGE,FRANK RIZZO,FRANK,,RIZZO,
2011,primary,COUNCIL AT LARGE,JOSEPH M MCCOLGAN,JOSEPH,M,MCCOLGAN,
2011,primary,COUNCIL AT LARGE,MALCOLM L LAZIN,MALCOLM,L,LAZIN,
2011,primary,COUNCIL AT LARGE,MICHAEL W UNTERMEYER,MICHAEL,W,UNTERMEYER,
2011,primary,COUNCIL AT LARGE,STEPHEN A ODABASHIAN,STEPHEN,A,ODABASHIAN,
2011,primary,DISTRICT COUNCIL,JEFF HORNSTEIN,JEFF,,HORNSTEIN,
2011,primary,DISTRICT COUNCIL,JOSEPH M GRACE,JOSEPH,M,GRACE,
2011,primary,DISTRICT COUNCIL,MARK F SQUILLA,MARK,F,SQUILLA,
2011,primary,DISTRICT COUNCIL,VERN ANASTASIO,VERNON,,ANASTASIO,
2011,primary,DISTRICT COUNCIL,BILL RUBIN,BILL,,RUBIN,
2011,primary,DISTRICT COUNCIL,BRIAN J O NEILL,BRIAN,J,ONEILL,
2011,primary,DISTRICT COUNCIL,BARBARA A CAPOZZI,BARBARA,A,CAPOZZI,
2011,primary,DISTRICT COUNCIL,DAMON K ROBERTS,DAMON,K,ROBERTS,
2011,primary,DISTRICT COUNCIL,KENYATTA JOHNSON,KENYATTA,J,JOHNSON,
2011,primary,DISTRICT COUNCIL,TRACEY GORDON,TRACEY,L,GORDON,
2011,primary,DISTRICT COUNCIL,IVAN COHEN,IVAN,,COHEN,
2011,primary,DISTRICT COUNCIL,JANNIE L BLACKWELL,JANNIE,L,BLACKWELL,
2011,primary,DISTRICT COUNCIL,TONY DPHAX KING,TONY,DPHAX,KING,
2011,primary,DISTRICT COUNCIL,CURTIS JONES JR,CURTIS,J,JONES,JR
2011,primary,DISTRICT COUNCIL,DARRELL L CLARKE,DARRELL,L,CLARKE,
2011,primary,DISTRICT COUNCIL,SUZANNE CARN,SUZANNE,HARMON,CARN,
2011,primary,DISTRICT COUNCIL,BOBBY HENON,BOBBY,,HENON,
2011,primary,DISTRICT COUNCIL,MARTIN G BEDNAREK,MARTIN,G,BEDNAREK,
2011,primary,DISTRICT COUNCIL,SANDRA J STEWART,SANDRA,J,STEWART,
2011,primary,DISTRICT COUNCIL,DANIEL J SAVAGE,DANIEL,J,SAVAGE,
2011,primary,DISTRICT COUNCIL,MARIA QUINONES SANCHEZ,MARIA,QUINONES,SANCHEZ,
2011,primary,DISTRICT COUNCIL,ANDREW LOFTON,ANDREW,,LOFTON,
2011,primary,DISTRICT COUNCIL,CINDY M BASS,CINDY,M,BASS,
2011,primary,DISTRICT COUNCIL,GREG PAULMIER,GREG,,PAULMIER,
2011,primary,DISTRICT COUNCIL,HOWARD TREATMAN,HOWARD,,TREATMAN,
2011,primary,DISTRICT COUNCIL,ROBIN M TASCO,ROBIN,M,TASCO,
2011,primary,DISTRICT COUNCIL,VERNA TYNER,VERNA,,TYNER,
2011,primary,DISTRICT COUNCIL,WILLIAM A DURHAM JR,WILLIAM,A,DURHAM,JR
2011,primary,DISTRICT COUNCIL,BOBBIE T CURRY,BOBBIE,T,CURRY,
2011,primary,DISTRICT COUNCIL,LAMONT W THOMAS,LAMONT,W,THOMAS,
2011,primary,DISTRICT COUNCIL,MARIAN B TASCO,MARIAN,B,TASCO,
2011,primary,JUDGE OF THE COMMONWEALTH COURT,BARBARA BEHREND ERNSBERGER,BARBARA,BEHREND,ERNSBERGER,
2011,primary,JUDGE OF THE COMMONWEALTH COURT,KATHRYN BOOCKVAR,KATHRYN,,BOOCKVAR,
2011,primary,JUDGE OF THE COMMONWEALTH COURT,ANNE COVEY,ANNE,,COVEY,
2011,primary,JUDGE OF THE COMMONWEALTH COURT,PAUL P PANEPINTO,PAUL,P,PANEPINTO,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,ANGELO J FOGLIETTA,ANGELO,J,FOGLIETTA,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,ANNE MARIE B COYLE,ANNE,MARIE,COYLE,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,BARBARA A MCDERMOTT,BARBARA,A,MCDERMOTT,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,BEVERLY MULDROW,BEVERLY,N,MULDROW,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,CAROLYN H NICHOLS,CAROLYN,H,NICHOLS,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,CHARLES EHRLICH,CHARLES,,EHRLICH,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,CHRISTOPHER MALLIOS JR,CHRISTOPHER,,MALLIOS,JR
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,DAINE GREY JR,DAINE,A,GREY,JR
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,DIANA ANHALT,DIANA,,ANHALT,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,DREW ALDINGER,DREW,,ALDINGER,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,EDWARD C WRIGHT,EDWARD,C,WRIGHT,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,FRAN SHIELDS,FRAN,,SHIELDS,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,GIOVANNI O CAMPBELL,GIOVANNI,O,CAMPBELL,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,HARRY J LEVANT,HARRY,J,LEVANT,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,J SCOTT OKEEFE,J,SCOTT,OKEEFE,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,JIM DIVERGILIS,JIM,,DIVERGILIS,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,JONATHAN Q IRVINE,JONATHAN,Q,IRVINE,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,JOSEPH C WATERS JR,JOSEPH,C,WATERS,JR
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,JOSEPH J ONEILL,JOSEPH,J,ONEILL,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,KENNETH CITRINO,KENNETH,,CITRINO,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,KENNETH J POWELL JR,KENNETH,J,POWELL,JR
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,LEON A KING II,LEON,A,KING,II
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,LOPEZ T THOMPSON,LOPEZ,T,THOMPSON,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,MARIA MCLAUGHLIN,MARIA,,MCLAUGHLIN,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,MARTIN S COLEMAN,MARTIN,S,COLEMAN,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,MEREDITH SEIGLE DICLAUDIO,MEREDITH,SEIGLE,DICLAUDIO,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,MICHAEL FANNING,MICHAEL,,FANNING,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,NYCOLE WATSON,NYCOLE,,WATSON,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,ROBERT M KLINE,ROBERT,M,KLINE,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,ROGER F GORDON JR,ROGER,F,GORDON,JR
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,SAYDE J LADOV,SAYDE,J,LADOV,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,SEAN KENNEDY,SEAN,F,KENNEDY,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,STEPHANIE M SAWYER,STEPHANIE,M,SAWYER,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,STEPHEN J NEGRO,STEPHEN,J,NEGRO,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,TED J VIGILANTE,TED,J,VIGILANTE,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,TOM FITZPATRICK,TOM,,FITZPATRICK,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,VINCE GIUSINI,VINCE,,GIUSINI,
2011,primary,JUDGE OF THE COURT OF COMMON PLEAS,VINCENT L JOHNSON,VINCENT,L,JOHNSON,
2011,primary,JUDGE OF THE MUNICIPAL COURT,ANITA SMITH,ANITA,,SMITH,
2011,primary,JUDGE OF THE MUNICIPAL COURT,DERRICK W COKER,DERRICK,W,COKER,
2011,primary,JUDGE OF THE MUNICIPAL COURT,KENNETH CITRINO,KENNETH,,CITRINO,
2011,primary,JUDGE OF THE MUNICIPAL COURT,KENNETH J POWELL JR,KENNETH,J,POWELL,JR
2011,primary,JUDGE OF THE MUNICIPAL COURT,MARTIN S COLEMAN,MARTIN,S,COLEMAN,
2011,primary,JUDGE OF THE MUNICIPAL COURT,MARVIN L WILLIAMS,MARVIN,L,WILLIAMS,
2011,primary,JUDGE OF THE MUNICIPAL COURT,MEREDITH SEIGLE DICLAUDIO,MEREDITH,SEIGLE,DICLAUDIO,
2011,primary,JUDGE OF THE MUNICIPAL COURT,NYCOLE WATSON,NYCOLE,,WATSON,
2011,primary,JUDGE OF THE MUNICIPAL COURT,VINCENT L JOHNSON,VINCENT,L,JOHNSON,
2011,primary,JUDGE OF THE SUPERIOR COURT,DAVID N WECHT,DAVID,N,WECHT,
2011,primary,JUDGE OF THE SUPERIOR COURT,PAULA A PATRICK,PAULA,A,PATRICK,
2011,primary,JUDGE OF THE SUPERIOR COURT,VIC STABILE,VIC,,STABILE,
2011,primary,JUDGE OF THE TRAFFIC COURT,CARLENE S CLARK,CARLENE,S,CLARK,
2011,primary,JUDGE OF THE TRAFFIC COURT,CHRISTINE SOLOMON,CHRISTINE,,SOLOMON,
2011,primary,JUDGE OF THE TRAFFIC COURT,DONNA MARIE LAWS,DONNA,MARIE,LAWS,
2011,primary,JUDGE OF THE TRAFFIC COURT,FREDERICK C MARI JR,FREDERICK,C,MARI,JR
2011,primary,JUDGE OF THE TRAFFIC COURT,JOHN ADAMS,JOHN,,ADAMS,
2011,primary,JUDGE OF THE TRAFFIC COURT,JOSE A FIGUEROA,JOSE,A,FIGUEROA,
2011,primary,JUDGE OF THE TRAFFIC COURT,LEWIS HARRIS JR,LEWIS,,HARRIS,JR
2011,primary,JUDGE OF THE TRAFFIC COURT,MARNIE AUMENT LOUGHREY,MARNIE,AUMENT,LOUGHREY,
2011,primary,JUDGE OF THE TRAFFIC COURT,MICHAEL HORSEY,MICHAEL,,HORSEY,
2011,primary,JUDGE OF THE TRAFFIC COURT,OMAR SABIR,OMAR,,SABIR,
2011,primary,JUDGE OF THE TRAFFIC COURT,RICHARD W HOY,RICHARD,W,HOY,
2011,primary,JUDGE OF THE TRAFFIC COURT,ROBERT TUERK,ROBERT,,TUERK,
2011,primary,MAYOR,MICHAEL A NUTTER,MICHAEL,A,NUTTER,
2011,primary,MAYOR,T MILTON STREET,MILTON,,STREET,SR
2011,primary,MAYOR,JOHN FEATHERMAN,JOHN,,FEATHERMAN,
2011,primary,MAYOR,KAREN BROWN,KAREN,,BROWN,
2011,primary,REGISTER OF WILLS,RONALD R DONATUCCI,RONALD,R,DONATUCCI,
2011,primary,REGISTER OF WILLS,LINDA W BATEMAN,LINDA,M WOLFE,BATEMAN,
2011,primary,SHERIFF,JACQUE WHAUMBUSH,JACQUE,P,WHAUMBUSH,
2011,primary,SHERIFF,JEWELL WILLIAMS,JEWELL,,WILLIAMS,
2011,primary,SHERIFF,JOHN KROMER,JOHN,,KROMER,
2011,primary,SHERIFF,JOSHUA R WEST,JOSHUA,R,WEST,
2012,general,ATTORNEY GENERAL,KATHLEEN G KANE,KATHLEEN,G,KANE,
2012,general,ATTORNEY GENERAL,MARAKAY J ROGERS,MARAKAY,J,ROGERS,
2012,general,ATTORNEY GENERAL,DAVID J FREED,DAVID,J,FREED,
2012,general,AUDITOR GENERAL,EUGENE A DEPASQUALE,EUGENE,A,DEPASQUALE,
2012,general,AUDITOR GENERAL,BETSY ELIZABETH SUMMERS,BETSY,ELIZABETH,SUMMERS,
2012,general,AUDITOR GENERAL,JOHN MAHER,JOHN,,MAHER,
2012,general,PRESIDENT OF THE UNITED STATES,BARACK OBAMA,BARACK,,OBAMA,
2012,general,PRESIDENT OF THE UNITED STATES,JILL STEIN,JILL,,STEIN,
2012,general,PRESIDENT OF THE UNITED STATES,GARY JOHNSON,GARY,,JOHNSON,
2012,general,PRESIDENT OF THE UNITED STATES,MITT ROMNEY,MITT,,ROMNEY,
2012,general,REPRESENTATIVE IN CONGRESS,ROBERT A BRADY,ROBERT,A,BRADY,
2012,general,REPRESENTATIVE IN CONGRESS,JOHN FEATHERMAN,JOHN,,FEATHERMAN,
2012,general,REPRESENTATIVE IN CONGRESS,ALLYSON Y SCHWARTZ,ALLYSON,Y,SCHWARTZ,
2012,general,REPRESENTATIVE IN CONGRESS,JOSEPH JAMES ROONEY,JOSEPH,JAMES,ROONEY,
2012,general,REPRESENTATIVE IN CONGRESS,CHAKA FATTAH,CHAKA,,FATTAH,
2012,general,REPRESENTATIVE IN CONGRESS,JAMES FOSTER,JAMES,,FOSTER,
2012,general,REPRESENTATIVE IN CONGRESS,ROBERT ALLEN MANSFIELD JR,ROBERT,ALLEN,MANSFIELD,JR
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,RONALD ADAM KOLLA,RONALD,ADAM,KOLLA,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,THOMAS P MURT,THOMAS,P,MURT,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,STEVE MCCARTER,STEVE,,MCCARTER,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARK SIRINIDES,MARK,,SIRINIDES,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ED NEILSON,ED,,NEILSON,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DAVID M KRALLE,DAVID,M,KRALLE,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BRENDAN F BOYLE,BRENDAN,F,BOYLE,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KEVIN J BOYLE,KEVIN,J,BOYLE,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,AL TAUBENBERGER,AL,,TAUBENBERGER,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL PATRICK MCGEEHAN,MICHAEL,PATRICK,MCGEEHAN,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN P SABATINA JR,JOHN,P,SABATINA,JR
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL H O BRIEN,MICHAEL,H,OBRIEN,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILLIAM F DUNBAR,WILLIAM,F,DUNBAR,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN J TAYLOR,JOHN,J,TAYLOR,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMES W CLAY JR,JAMES,W,CLAY,JR
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANGEL L CRUZ,ANGEL,L,CRUZ,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,W CURTIS THOMAS,W,CURTIS,THOMAS,
