year,election,office,candidate,first_name,middle_name,last_name,suffix
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BRIAN K SIMS,BRIAN,K,SIMS,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILLIAM F KELLER,WILLIAM,F,KELLER,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARIA P DONATUCCI,MARIA,P,DONATUCCI,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JORDAN A HARRIS,JORDAN,A,HARRIS,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMES R ROEBUCK,JAMES,R,ROEBUCK,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ERNEST ADKINS,ERNEST,,ADKINS,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,VANESSA L BROWN,VANESSA,L,BROWN,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,RONALD G WATERS,RONALD,GRANVILLE,WATERS,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LOUISE BISHOP,LOUISE,WILLIAMS,BISHOP,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,PAMELA A DELISSIO,PAMELA,A,DELISSIO,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LINDA M WOLFE BATEMAN,LINDA,M WOLFE,BATEMAN,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHELLE F BROWNLEE,MICHELLE,F,BROWNLEE,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,J P MIRANDA,JOSE,P,MIRANDA,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,STEVE L CRUM,STEVE,L,CRUM,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ROSITA C YOUNGBLOOD,ROSITA,C,YOUNGBLOOD,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,CHERELLE LESLEY PARKER,CHERELLE,LESLEY,PARKER,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,STEPHEN KINSEY,STEPHEN,,KINSEY,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARK B COHEN,MARK,B,COHEN,
2012,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DWIGHT EVANS,DWIGHT,,EVANS,
2012,general,SENATOR IN THE GENERAL ASSEMBLY,LAWRENCE M FARNESE JR,LAWRENCE,M,FARNESE,JR
2012,general,SENATOR IN THE GENERAL ASSEMBLY,ALFONSO GAMBONE JR,ALFONSO,,GAMBONE,JR
2012,general,SENATOR IN THE GENERAL ASSEMBLY,SHIRLEY M KITCHEN,SHIRLEY,M,KITCHEN,
2012,general,SENATOR IN THE GENERAL ASSEMBLY,MIKE STACK,MIKE,,STACK,
2012,general,SENATOR IN THE GENERAL ASSEMBLY,MICHAEL J TOMLINSON,MICHAEL,J,TOMLINSON,
2012,general,SENATOR IN THE GENERAL ASSEMBLY,VINCENT J HUGHES,VINCENT,J,HUGHES,
2012,general,STATE TREASURER,ROBERT M MCCORD,ROBERT,M,MCCORD,
2012,general,STATE TREASURER,PATRICIA M FRYMAN,PATRICIA,M,FRYMAN,
2012,general,STATE TREASURER,DIANA IREY VAUGHAN,DIANA,IREY,VAUGHAN,
2012,general,UNITED STATES SENATOR,BOB CASEY JR,BOB,,CASEY,JR
2012,general,UNITED STATES SENATOR,RAYBURN DOUGLAS SMITH,RAYBURN,DOUGLAS,SMITH,
2012,general,UNITED STATES SENATOR,TOM SMITH,TOM,,SMITH,
2012,primary,ATTORNEY GENERAL,KATHLEEN G KANE,KATHLEEN,G,KANE,
2012,primary,ATTORNEY GENERAL,PATRICK MURPHY,PATRICK,J,MURPHY,
2012,primary,ATTORNEY GENERAL,DAVID J FREED,DAVID,J,FREED,
2012,primary,AUDITOR GENERAL,EUGENE A DEPASQUALE,EUGENE,A,DEPASQUALE,
2012,primary,AUDITOR GENERAL,FRANK A PINTO,FRANK,A,PINTO,
2012,primary,AUDITOR GENERAL,JOHN MAHER,JOHN,,MAHER,
2012,primary,PRESIDENT OF THE UNITED STATES,BARACK OBAMA,BARACK,,OBAMA,
2012,primary,PRESIDENT OF THE UNITED STATES,MITT ROMNEY,MITT,,ROMNEY,
2012,primary,PRESIDENT OF THE UNITED STATES,NEWT GINGRICH,NEWT,,GINGRICH,
2012,primary,PRESIDENT OF THE UNITED STATES,RICK SANTORUM,RICK,,SANTORUM,
2012,primary,PRESIDENT OF THE UNITED STATES,RON PAUL,RON,,PAUL,
2012,primary,REPRESENTATIVE IN CONGRESS,ROBERT A BRADY,ROBERT,A,BRADY,
2012,primary,REPRESENTATIVE IN CONGRESS,JOHN FEATHERMAN,JOHN,,FEATHERMAN,
2012,primary,REPRESENTATIVE IN CONGRESS,ALLYSON Y SCHWARTZ,ALLYSON,Y,SCHWARTZ,
2012,primary,REPRESENTATIVE IN CONGRESS,JOSEPH JAMES ROONEY,JOSEPH,JAMES,ROONEY,
2012,primary,REPRESENTATIVE IN CONGRESS,CHAKA FATTAH,CHAKA,,FATTAH,
2012,primary,REPRESENTATIVE IN CONGRESS,ROBERT ALLEN MANSFIELD JR,ROBERT,ALLEN,MANSFIELD,JR
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,RONALD ADAM KOLLA,RONALD,ADAM,KOLLA,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,THOMAS P MURT,THOMAS,P,MURT,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,STEVE MCCARTER,STEVE,,MCCARTER,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ED NEILSON,ED,,NEILSON,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DAVID M KRALLE,DAVID,M,KRALLE,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN MCCANN,JOHN,,MCCANN,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BRENDAN F BOYLE,BRENDAN,F,BOYLE,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,GEORGE W WEISS JR,GEORGE,W,WEISS,JR
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DANIEL COLLINS,DANIEL,,COLLINS,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KEVIN J BOYLE,KEVIN,J,BOYLE,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,AL TAUBENBERGER,AL,,TAUBENBERGER,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL PATRICK MCGEEHAN,MICHAEL,PATRICK,MCGEEHAN,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN A SABATINA JR,JOHN,P,SABATINA,JR
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL H O BRIEN,MICHAEL,H,OBRIEN,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILLIAM F DUNBAR,WILLIAM,F,DUNBAR,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN J TAYLOR,JOHN,J,TAYLOR,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMES W CLAY JR,JAMES,W,CLAY,JR
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANGEL L CRUZ,ANGEL,L,CRUZ,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANTHONY PERNELL JOHNSON,ANTHONY,PERNELL,JOHNSON,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JONATHAN RAMOS,JONATHAN,,RAMOS,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,W CURTIS THOMAS,W,CURTIS,THOMAS,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BABETTE JOSEPHS,BABETTE,,JOSEPHS,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BRIAN K SIMS,BRIAN,K,SIMS,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILLIAM F KELLER,WILLIAM,F,KELLER,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARIA P DONATUCCI,MARIA,P,DONATUCCI,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DAMON K ROBERTS,DAMON,K,ROBERTS,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JORDAN A HARRIS,JORDAN,A,HARRIS,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,TIMOTHY HANNAH,TIMOTHY,,HANNAH,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,FATIMAH LOREN MUHAMMAD,FATIMAH,LOREN,MUHAMMAD,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMES R ROEBUCK,JAMES,R,ROEBUCK,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ERNEST ADKINS,ERNEST,,ADKINS,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,AUDREY BLACKWELL WATSON,AUDREY,BLACKWELL,WATSON,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LEMUEL L THORNTON,LEMUEL,L,THORNTON,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,VANESSA L BROWN,VANESSA,L,BROWN,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WANDA LOGAN,WANDA,,LOGAN,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,RONALD G WATERS,RONALD,GRANVILLE,WATERS,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LOUISE BISHOP,LOUISE,WILLIAMS,BISHOP,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILL MEGA,WILL,,MEGA,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,PAMELA A DELISSIO,PAMELA,A,DELISSIO,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,RAY BAILEY,RAY,,BAILEY,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LINDA M WOLFE BATEMAN,LINDA,M WOLFE,BATEMAN,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANDREW J KLEEMAN,ANDREW,J,KLEEMAN,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHELLE F BROWNLEE,MICHELLE,F,BROWNLEE,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MIKE JONES,MICHAEL,,JONES,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,TAKKEEM L MORGAN,TAKKEEM,L,MORGAN,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,J P MIRANDA,JOSE,P,MIRANDA,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMES K JOHNSON,JAMES,K,JOHNSON,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMIL M ALI,JAMIL,M,ALI,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JEWEL WILLIAMS,JEWELL,,WILLIAMS,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KENNETH T WALKER JR,KENNETH,T,WALKER,JR
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,STEVE L CRUM,STEVE,L,CRUM,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,CHARISMA D PRESLEY,CHARISMA,D,PRESLEY,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MALIK L BOYD,MALIK,L,BOYD,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ROSITA C YOUNGBLOOD,ROSITA,C,YOUNGBLOOD,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BOBBIE T CURRY,BOBBIE,T,CURRY,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,CHERELLE LESLEY PARKER,CHERELLE,LESLEY,PARKER,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KARL K GAMBLE,KARL,K,GAMBLE,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL K ELLIS,MICHAEL,K,ELLIS,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,STEPHEN KINSEY,STEPHEN,,KINSEY,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARK B COHEN,MARK,B,COHEN,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,NUMA F ST LOUIS,NUMA,F ST,LOUIS,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DWIGHT EVANS,DWIGHT,,EVANS,
2012,primary,REPRESENTATIVE IN THE GENERAL ASSEMBLY,LAMONT W THOMAS,LAMONT,W,THOMAS,
2012,primary,SENATOR IN THE GENERAL ASSEMBLY,LAWRENCE M FARNESE JR,LAWRENCE,M,FARNESE,JR
2012,primary,SENATOR IN THE GENERAL ASSEMBLY,ALFONSO GAMBONE JR,ALFONSO,,GAMBONE,JR
2012,primary,SENATOR IN THE GENERAL ASSEMBLY,SHIRLEY M KITCHEN,SHIRLEY,M,KITCHEN,
2012,primary,SENATOR IN THE GENERAL ASSEMBLY,MIKE STACK,MIKE,,STACK,
2012,primary,SENATOR IN THE GENERAL ASSEMBLY,MICHAEL J TOMLINSON,MICHAEL,J,TOMLINSON,
2012,primary,SENATOR IN THE GENERAL ASSEMBLY,VINCENT J HUGHES,VINCENT,J,HUGHES,
2012,primary,STATE TREASURER,ROBERT M MCCORD,ROBERT,M,MCCORD,
2012,primary,STATE TREASURER,DIANA IREY VAUGHAN,DIANA,IREY,VAUGHAN,
2012,primary,UNITED STATES SENATOR,BOB CASEY JR,BOB,,CASEY,JR
2012,primary,UNITED STATES SENATOR,JOSEPH JOHN VODVARKA,JOSEPH,JOHN,VODVARKA,
2012,primary,UNITED STATES SENATOR,DAVID ALAN CHRISTIAN,DAVID,ALAN,CHRISTIAN,
2012,primary,UNITED STATES SENATOR,MARC A SCARINGI,MARC,A,SCARINGI,
2012,primary,UNITED STATES SENATOR,SAM ROHRER,SAMUEL,E,ROHRER,
2012,primary,UNITED STATES SENATOR,STEVEN D WELCH,STEVEN,D,WELCH,
2012,primary,UNITED STATES SENATOR,TOM SMITH,TOM,,SMITH,
2013,general,CITY CONTROLLER,ALAN BUTKOVITZ,ALAN,L,BUTKOVITZ,
2013,general,CITY CONTROLLER,TERRENCE J TRACY JR,TERRENCE,J,TRACY,JR
2013,general,DISTRICT ATTORNEY,R SETH WILLIAMS,R,SETH,WILLIAMS,
2013,general,DISTRICT ATTORNEY,DANIEL A ALVAREZ,DANIEL,A,ALVAREZ,
2013,general,JUDGE OF THE COURT OF COMMON PLEAS,ANNE MARIE COYLE,ANNE,MARIE,COYLE,
2013,general,JUDGE OF THE COURT OF COMMON PLEAS,DANIEL D MCCAFFERY,DANIEL,D,MCCAFFERY,
2013,general,JUDGE OF THE COURT OF COMMON PLEAS,GIOVANNI CAMPBELL,GIOVANNI,O,CAMPBELL,
2013,general,JUDGE OF THE COURT OF COMMON PLEAS,J SCOTT O KEEFE,J,SCOTT,OKEEFE,
2013,general,JUDGE OF THE COURT OF COMMON PLEAS,JOE FERNANDES,JOE,,FERNANDES,
2013,general,JUDGE OF THE COURT OF COMMON PLEAS,SIERRA THOMAS STREET,SIERRA,THOMAS,STREET,
2013,general,JUDGE OF THE COURT OF COMMON PLEAS,TIMIKA LANE,TIMIKA,,LANE,
2013,general,JUDGE OF THE COURT OF COMMON PLEAS,STEPHEN MILLER MILLER,STEPHEN,MILLER,MILLER,
2013,general,JUDGE OF THE COURT OF COMMON PLEAS,KENNETH J POWELL JR,KENNETH,J,POWELL,JR
2013,general,JUDGE OF THE MUNICIPAL COURT,FRAN SHIELDS,FRAN,,SHIELDS,
2013,general,JUDGE OF THE MUNICIPAL COURT,HENRY LEWANDOWSKI,HENRY,,LEWANDOWSKI,
2013,general,JUDGE OF THE MUNICIPAL COURT,MARTIN COLEMAN,MARTIN,S,COLEMAN,
2013,general,JUDGE OF THE SUPERIOR COURT,JACK MCVAY JR,JACK,,MCVAY,JR
2013,general,JUDGE OF THE SUPERIOR COURT,VIC STABILE,VIC,,STABILE,
2013,primary,CITY CONTROLLER,ALAN BUTKOVITZ,ALAN,L,BUTKOVITZ,
2013,primary,CITY CONTROLLER,BRETT MANDEL,BRETT,,MANDEL,
2013,primary,CITY CONTROLLER,MARK ZECCA,MARK,,ZECCA,
2013,primary,CITY CONTROLLER,TERRENCE J TRACY JR,TERRENCE,J,TRACY,JR
2013,primary,DISTRICT ATTORNEY,R SETH WILLIAMS,R,SETH,WILLIAMS,
2013,primary,DISTRICT ATTORNEY,DANIEL A ALVAREZ,DANIEL,A,ALVAREZ,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,ANNE MARIE COYLE,ANNE,MARIE,COYLE,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,CONOR CORCORAN,CONOR,,CORCORAN,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,DAINE A GREY JR,DAINE,A,GREY,JR
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,DANIEL D MCCAFFERY,DANIEL,D,MCCAFFERY,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,DAWN M TANCREDI,DAWN,M,TANCREDI,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,DEBORAH D CIANFRANI,DEBORAH,D,CIANFRANI,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,DERRICK W COKER,DERRICK,W,COKER,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,FRAN SHIELDS,FRAN,,SHIELDS,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,FRANK BENNETT,FRANKLIN,A,BENNETT,III
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,GIOVANNI CAMPBELL,GIOVANNI,O,CAMPBELL,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,JAMES C CRUMLISH,JAMES,C,CRUMLISH,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,JOE FERNANDES,JOE,,FERNANDES,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,JOHN J O CONNOR JR,JOHN,J,OCONNOR,JR
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,JON MARSHALL,JON,,MARSHALL,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,KATIE SCRIVNER,KATIE,,SCRIVNER,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,KENNETH J POWELL JR,KENNETH,J,POWELL,JR
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,LEON A KING II,LEON,A,KING,II
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,RANIA MAJOR,RANIA,,MAJOR,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,SEAN P STEVENS,SEAN,P,STEVENS,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,SIERRA THOMAS STREET,SIERRA,THOMAS,STREET,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,STEPHANIE M SAWYER,STEPHANIE,M,SAWYER,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,TIMIKA LANE,TIMIKA,,LANE,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,TRACY B ROMAN,TRACY,B,ROMAN,
2013,primary,JUDGE OF THE COURT OF COMMON PLEAS,VINCE GIUSINI,VINCE,,GIUSINI,
2013,primary,JUDGE OF THE MUNICIPAL COURT,CONOR CORCORAN,CONOR,,CORCORAN,
2013,primary,JUDGE OF THE MUNICIPAL COURT,DAINE A GREY JR,DAINE,A,GREY,JR
2013,primary,JUDGE OF THE MUNICIPAL COURT,DERRICK W COKER,DERRICK,W,COKER,
2013,primary,JUDGE OF THE MUNICIPAL COURT,FRAN SHIELDS,FRAN,,SHIELDS,
2013,primary,JUDGE OF THE MUNICIPAL COURT,FRANK BENNETT,FRANKLIN,A,BENNETT,III
2013,primary,JUDGE OF THE MUNICIPAL COURT,HENRY LEWANDOWSKI,HENRY,,LEWANDOWSKI,
2013,primary,JUDGE OF THE MUNICIPAL COURT,JOE FERNANDES,JOE,,FERNANDES,
2013,primary,JUDGE OF THE MUNICIPAL COURT,MARTIN COLEMAN,MARTIN,S,COLEMAN,
2013,primary,JUDGE OF THE MUNICIPAL COURT,ROBERT M KLINE,ROBERT,M,KLINE,
2013,primary,JUDGE OF THE MUNICIPAL COURT,SHOSHANA BRICKLIN,SHOSHANA,,BRICKLIN,
2013,primary,JUDGE OF THE MUNICIPAL COURT,TRACY B ROMAN,TRACY,B,ROMAN,
2013,primary,JUDGE OF THE SUPERIOR COURT,JACK MCVAY JR,JACK,,MCVAY,JR
2013,primary,JUDGE OF THE SUPERIOR COURT,JOSEPH C WATERS JR,JOSEPH,C,WATERS,JR
2013,primary,JUDGE OF THE SUPERIOR COURT,VIC STABILE,VIC,,STABILE,
2013,primary,JUDGE OF THE TRAFFIC COURT,ASHLEY MICHELLE COOK,ASHLEY,MICHELLE,COOK,
2013,primary,JUDGE OF THE TRAFFIC COURT,ASHLEY MICHELLE COOK+E234283,ASHLEY,MICHELLE,COOK,
2013,primary,JUDGE OF THE TRAFFIC COURT,BOBBIE T CURRY,BOBBIE,T,CURRY,
2013,primary,JUDGE OF THE TRAFFIC COURT,BRIGITTE A GARVIN JOHNSON,BRIGITTE,A GARVIN,JOHNSON,
2013,primary,JUDGE OF THE TRAFFIC COURT,BRUCE H BAILEY,BRUCE,H,BAILEY,
2013,primary,JUDGE OF THE TRAFFIC COURT,CARMEN ROSADO,CARMEN,,ROSADO,
2013,primary,JUDGE OF THE TRAFFIC COURT,CASSANDRA BELTER,CASSANDRA,,BELTER,
2013,primary,JUDGE OF THE TRAFFIC COURT,DAN MACQUADE,DAN,,MACQUADE,
2013,primary,JUDGE OF THE TRAFFIC COURT,DAN T WAGAMAN,DAN,T,WAGAMAN,
2013,primary,JUDGE OF THE TRAFFIC COURT,DANIEL HARVESTER,DANIEL,,HARVESTER,
2013,primary,JUDGE OF THE TRAFFIC COURT,DANIEL MC QUADE,DANIEL,,MCQUADE,
2013,primary,JUDGE OF THE TRAFFIC COURT,DAVID MAMIKONYAN,DAVID,,MAMIKONYAN,
2013,primary,JUDGE OF THE TRAFFIC COURT,DONNA DEROSE,DONNA,,DEROSE,
2013,primary,JUDGE OF THE TRAFFIC COURT,DONNA MARIE LAWS,DONNA,MARIE,LAWS,
2013,primary,JUDGE OF THE TRAFFIC COURT,HOLLY A HARRIS SEIDLE,HOLLY,A HARRIS,SEIDLE,
2013,primary,JUDGE OF THE TRAFFIC COURT,INJA COATES,INJA,,COATES,
2013,primary,JUDGE OF THE TRAFFIC COURT,JAMES JOHNSON,JAMES,K,JOHNSON,
2013,primary,JUDGE OF THE TRAFFIC COURT,JOSE A FIGUEROA,JOSE,A,FIGUEROA,
2013,primary,JUDGE OF THE TRAFFIC COURT,KEITH JACKSON,KEITH,,JACKSON,
2013,primary,JUDGE OF THE TRAFFIC COURT,KYLE J SAMPSON,KYLE,J,SAMPSON,
2013,primary,JUDGE OF THE TRAFFIC COURT,LEWIS HARRIS JR,LEWIS,,HARRIS,JR
2013,primary,JUDGE OF THE TRAFFIC COURT,MARNIE AUMENT LOUGHREY,MARNIE,AUMENT,LOUGHREY,
2013,primary,JUDGE OF THE TRAFFIC COURT,OMAR SABIR,OMAR,,SABIR,
2013,primary,JUDGE OF THE TRAFFIC COURT,ROBERT TUERK,ROBERT,,TUERK,
2013,primary,JUDGE OF THE TRAFFIC COURT,RYAN MULVEY,RYAN,,MULVEY,
2013,primary,JUDGE OF THE TRAFFIC COURT,SHARIF ALI,SHARIF,,ALI,
2013,primary,JUDGE OF THE TRAFFIC COURT,SUZANNE HARMON CARN,SUZANNE,HARMON,CARN,
2013,primary,JUDGE OF THE TRAFFIC COURT,TIA M SEIBERT,TIA,M,SEIBERT,
2013,primary,JUDGE OF THE TRAFFIC COURT,TIARA MACK,TIARA,,MACK,
2013,primary,JUDGE OF THE TRAFFIC COURT,TYRONE T MARTIN,TYRONE,T,MARTIN,
2013,primary,JUDGE OF THE TRAFFIC COURT,VERNA RAGAN TENNANT,VERNA,RAGAN,TENNANT,
2013,primary,JUDGE OF THE TRAFFIC COURT,WARREN BLOOM,WARREN,,BLOOM,
2013,primary,JUDGE OF THE TRAFFIC COURT,WAYNE E DORSEY,WAYNE,EDMUND,DORSEY,
2013,primary,JUDGE OF THE TRAFFIC COURT,CHRISTOPHER M VOGLER,CHRISTOPHER,M,VOGLER,
2013,primary,JUDGE OF THE TRAFFIC COURT,ELLA P BUTCHER,ELLA,P,BUTCHER,
2014,general,GOVERNOR,TOM WOLF,TOM,,WOLF,
2014,general,GOVERNOR,TOM CORBETT,TOM,,CORBETT,
2014,general,REPRESENTATIVE IN CONGRESS,ROBERT A BRADY,ROBERT,A,BRADY,
2014,general,REPRESENTATIVE IN CONGRESS,MEGAN RATH,MEGAN,,RATH,
2014,general,REPRESENTATIVE IN CONGRESS,BRENDAN F BOYLE,BRENDAN,F,BOYLE,
2014,general,REPRESENTATIVE IN CONGRESS,CARSON DEE ADCOCK,CARSON,DEE,ADCOCK,
2014,general,REPRESENTATIVE IN CONGRESS,CHAKA FATTAH,CHAKA,,FATTAH,
2014,general,REPRESENTATIVE IN CONGRESS,ARMOND JAMES,ARMOND,,JAMES,
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,THOMAS P MURT,THOMAS,P,MURT,
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BRENDAN F BOYLE,BRENDAN,F,BOYLE,
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,KEVIN J BOYLE,KEVIN,J,BOYLE,
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MIKE DRISCOLL,MIKE,,DRISCOLL,
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MIKE TOMLINSON,MIKE,,TOMLINSON,
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN SABATINA JR,JOHN,P,SABATINA,JR
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MICHAEL H O BRIEN,MICHAEL,H,OBRIEN,
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JOHN J TAYLOR,JOHN,J,TAYLOR,
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JASON DAWKINS,JASON,T,DAWKINS,
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ANGEL L CRUZ,ANGEL,L,CRUZ,
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,W CURTIS THOMAS,W,CURTIS,THOMAS,
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,BRIAN SIMS,BRIAN,K,SIMS,
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,WILLIAM F KELLER,WILLIAM,F,KELLER,
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,MARIA P DONATUCCI,MARIA,P,DONATUCCI,
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JORDAN A HARRIS,JORDAN,A,HARRIS,
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JAMES R ROEBUCK,JAMES,R,ROEBUCK,
2014,general,REPRESENTATIVE IN THE GENERAL ASSEMBLY,ERNEST ADKINS,ERNEST,,ADKINS,
